customerID,Churn,Churn_label,tenure,MonthlyCharges,Contract,InternetService,TechSupport,OnlineSecurity,PaymentMethod
5908-QMGOE,Yes,1,15,74.2,Month-to-month,Fiber optic,No,No,Credit card (automatic)
1197-BVMVG,No,0,4,74.45,Month-to-month,Fiber optic,No,No,Electronic check
5406-KGRMX,No,0,71,24.55,Two year,No,No internet service,No internet service,Electronic check
8481-YYXWG,Yes,1,5,89.35,Month-to-month,Fiber optic,Yes,No,Electronic check
5968-HYJRZ,No,0,47,24.55,Two year,No,No internet service,No internet service,Mailed check
5198-EFNBM,No,0,57,90.65,One year,Fiber optic,No,No,Electronic check
7516-GMHUV,No,0,50,105.05,Two year,Fiber optic,No,Yes,Credit card (automatic)
7140-ADSMJ,No,0,8,20.45,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
2230-XTUWL,No,0,48,19.55,Two year,No,No internet service,No internet service,Mailed check
7706-YLMQA,No,0,70,19.7,One year,No,No internet service,No internet service,Bank transfer (automatic)
2585-KTFRE,No,0,1,70.45,Month-to-month,DSL,Yes,Yes,Bank transfer (automatic)
7994-UYIVZ,No,0,8,85.65,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
2609-IAICY,Yes,1,1,77.15,Month-to-month,Fiber optic,No,No,Electronic check
1740-CSDJP,Yes,1,1,35.25,Month-to-month,DSL,No,No,Bank transfer (automatic)
7717-BICXI,No,0,60,20.55,Two year,No,No internet service,No internet service,Mailed check
6559-RAKOZ,No,0,49,97.95,One year,Fiber optic,Yes,No,Electronic check
2636-OHFMN,Yes,1,4,48.55,Month-to-month,DSL,No,No,Electronic check
4716-MRVEN,No,0,29,20.0,One year,No,No internet service,No internet service,Mailed check
2143-LJULT,No,0,67,25.25,Two year,No,No internet service,No internet service,Credit card (automatic)
1323-OOEPC,Yes,1,53,98.4,Month-to-month,Fiber optic,No,No,Credit card (automatic)
3200-MNQTF,No,0,67,70.9,Two year,DSL,Yes,Yes,Credit card (automatic)
6164-HXUGH,No,0,6,19.85,Month-to-month,No,No internet service,No internet service,Mailed check
5630-IXDXV,No,0,47,106.35,Month-to-month,Fiber optic,No,No,Electronic check
0320-DWVTU,No,0,53,99.5,Two year,Fiber optic,Yes,Yes,Mailed check
9135-MGVPY,No,0,69,84.7,Two year,DSL,Yes,Yes,Mailed check
1212-GLHMD,No,0,3,86.05,Month-to-month,Fiber optic,No,Yes,Mailed check
7878-JGDKK,No,0,4,44.55,Month-to-month,DSL,No,No,Mailed check
1088-AUUZZ,No,0,56,75.85,Two year,DSL,Yes,Yes,Credit card (automatic)
0397-GZBBC,Yes,1,59,93.85,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
6614-YWYSC,No,0,61,25.0,Two year,No,No internet service,No internet service,Bank transfer (automatic)
9588-OZDMQ,No,0,2,45.0,Month-to-month,DSL,No,No,Electronic check
7641-EUYET,Yes,1,46,100.7,Month-to-month,Fiber optic,No,Yes,Electronic check
6476-EPYZR,No,0,12,20.5,Month-to-month,No,No internet service,No internet service,Mailed check
9921-ZVRHG,Yes,1,14,80.45,Month-to-month,Fiber optic,No,No,Electronic check
1174-FGIFN,No,0,28,90.45,One year,Fiber optic,Yes,No,Electronic check
6620-HVDUJ,No,0,24,60.45,Month-to-month,DSL,Yes,Yes,Bank transfer (automatic)
4701-MLJPN,Yes,1,31,55.25,Month-to-month,DSL,Yes,No,Electronic check
1032-MAELW,No,0,68,78.45,One year,DSL,Yes,Yes,Electronic check
7641-TQFHN,No,0,39,100.55,Two year,Fiber optic,Yes,No,Mailed check
1552-TKMXS,No,0,42,20.35,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
9206-GVPEQ,Yes,1,13,54.45,Month-to-month,DSL,Yes,Yes,Electronic check
8622-ZLFKO,No,0,6,90.75,Month-to-month,Fiber optic,No,No,Electronic check
1596-BBVTG,Yes,1,35,75.35,Month-to-month,Fiber optic,No,No,Credit card (automatic)
6188-UXBBR,No,0,38,20.25,One year,No,No internet service,No internet service,Credit card (automatic)
2333-KWEWW,No,0,18,20.05,Two year,No,No internet service,No internet service,Credit card (automatic)
5702-SKUOB,No,0,4,19.6,Month-to-month,No,No internet service,No internet service,Mailed check
1134-YWTYF,No,0,27,53.8,Month-to-month,DSL,Yes,No,Electronic check
6061-GWWAV,No,0,41,70.2,One year,DSL,No,Yes,Mailed check
0679-TDGAK,No,0,50,75.5,One year,DSL,Yes,Yes,Electronic check
6585-WCEWR,No,0,72,20.35,Two year,No,No internet service,No internet service,Electronic check
9067-YGSCA,No,0,70,26.05,One year,No,No internet service,No internet service,Credit card (automatic)
9067-SQTNS,No,0,44,20.6,One year,No,No internet service,No internet service,Bank transfer (automatic)
8433-WXGNA,Yes,1,2,75.7,Month-to-month,Fiber optic,No,Yes,Electronic check
1776-SPBWV,No,0,34,20.1,One year,No,No internet service,No internet service,Bank transfer (automatic)
8735-SDUFN,No,0,72,24.3,Two year,No,No internet service,No internet service,Bank transfer (automatic)
9668-PUGNU,No,0,71,24.5,Two year,No,No internet service,No internet service,Electronic check
9405-GPBBG,No,0,64,110.5,Two year,Fiber optic,Yes,No,Credit card (automatic)
1926-QUZNN,No,0,72,25.25,Two year,No,No internet service,No internet service,Bank transfer (automatic)
3707-GNWHM,Yes,1,1,74.25,Month-to-month,Fiber optic,No,No,Mailed check
7016-NVRIC,No,0,29,90.1,One year,Fiber optic,No,Yes,Bank transfer (automatic)
5829-NVSQN,No,0,23,68.75,One year,DSL,Yes,Yes,Bank transfer (automatic)
9565-AXSMR,No,0,52,19.2,Two year,No,No internet service,No internet service,Mailed check
8922-LIEGH,Yes,1,25,89.7,Month-to-month,Fiber optic,No,No,Electronic check
8869-LIHMK,No,0,64,115.1,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
8245-UMPYT,Yes,1,16,96.4,Month-to-month,Fiber optic,No,No,Electronic check
5186-SAMNZ,Yes,1,1,69.5,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
0447-RXSGD,No,0,24,99.65,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
4927-WWOOZ,No,0,2,91.45,Month-to-month,Fiber optic,No,No,Electronic check
5788-YPOEG,No,0,34,84.75,Two year,DSL,Yes,Yes,Mailed check
5373-SFODM,Yes,1,36,85.25,Month-to-month,Fiber optic,No,No,Credit card (automatic)
0661-KBKPA,No,0,53,78.75,One year,DSL,Yes,No,Mailed check
9081-WWXKP,No,0,47,20.25,Two year,No,No internet service,No internet service,Credit card (automatic)
0784-ZQJZX,No,0,72,19.9,Two year,No,No internet service,No internet service,Credit card (automatic)
3133-PZNSR,No,0,72,97.75,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
5766-ZJYBB,Yes,1,1,19.4,Month-to-month,No,No internet service,No internet service,Mailed check
8931-GJJIQ,Yes,1,9,83.3,Month-to-month,Fiber optic,No,No,Electronic check
4277-PVRAN,Yes,1,8,80.1,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
0022-TCJCI,Yes,1,45,62.7,One year,DSL,No,Yes,Credit card (automatic)
0722-SVSFK,No,0,7,100.4,Month-to-month,Fiber optic,Yes,No,Electronic check
3612-YVGSJ,No,0,71,24.45,Two year,No,No internet service,No internet service,Credit card (automatic)
9825-YCXWZ,No,0,41,101.1,One year,Fiber optic,Yes,No,Bank transfer (automatic)
5397-NSKQG,No,0,67,50.9,Two year,DSL,No,Yes,Credit card (automatic)
8565-HBFNN,No,0,69,107.2,One year,Fiber optic,Yes,Yes,Credit card (automatic)
2000-DHJUY,No,0,70,92.2,Two year,DSL,Yes,Yes,Bank transfer (automatic)
0203-HHYIJ,Yes,1,25,25.3,One year,No,No internet service,No internet service,Bank transfer (automatic)
8670-ERCJH,No,0,72,113.4,Two year,Fiber optic,Yes,Yes,Bank transfer (automatic)
7758-UJWYS,No,0,34,40.55,Two year,DSL,Yes,No,Electronic check
2050-ONYDQ,No,0,65,26.0,Two year,No,No internet service,No internet service,Credit card (automatic)
7055-JCGNI,No,0,70,111.95,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
0739-UUAJR,No,0,72,53.8,Two year,DSL,No,Yes,Credit card (automatic)
4826-DXMUP,No,0,35,72.1,One year,DSL,Yes,No,Mailed check
0952-KMEEH,Yes,1,13,98.15,Month-to-month,Fiber optic,No,Yes,Mailed check
7285-KLOTR,No,0,12,78.85,One year,DSL,No,Yes,Electronic check
0654-PQKDW,No,0,62,70.75,One year,DSL,Yes,Yes,Bank transfer (automatic)
7175-NTIXE,No,0,25,76.15,Month-to-month,DSL,Yes,Yes,Credit card (automatic)
7963-SHNDT,No,0,52,39.1,Two year,DSL,Yes,Yes,Mailed check
9796-BPKIW,No,0,8,69.95,Month-to-month,Fiber optic,No,No,Credit card (automatic)
0188-GWFLE,No,0,2,20.05,Month-to-month,No,No internet service,No internet service,Mailed check
8129-GMVGI,No,0,56,20.05,Two year,No,No internet service,No internet service,Mailed check
2882-DDZPG,No,0,12,19.45,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
3547-LQRIK,No,0,47,26.9,One year,No,No internet service,No internet service,Electronic check
9137-NOQKA,No,0,2,19.2,Month-to-month,No,No internet service,No internet service,Electronic check
5843-TTHGI,No,0,18,50.0,Month-to-month,DSL,No,No,Mailed check
1849-RJYIG,No,0,8,60.0,Month-to-month,DSL,No,Yes,Electronic check
8868-GAGIO,No,0,45,84.55,Month-to-month,Fiber optic,No,Yes,Mailed check
4061-UKJWL,No,0,3,45.45,Month-to-month,DSL,No,No,Mailed check
5380-XPJNZ,No,0,38,20.05,One year,No,No internet service,No internet service,Mailed check
8263-QMNTJ,No,0,72,115.55,Two year,Fiber optic,Yes,Yes,Electronic check
8178-EYZUO,Yes,1,46,93.7,Month-to-month,Fiber optic,No,Yes,Electronic check
3230-JCNZS,No,0,71,99.0,Two year,Fiber optic,No,Yes,Credit card (automatic)
0277-ORXQS,No,0,66,50.55,Two year,DSL,Yes,No,Bank transfer (automatic)
5130-IEKQT,Yes,1,25,105.95,Month-to-month,Fiber optic,No,No,Mailed check
3230-WYKIR,Yes,1,18,82.0,One year,DSL,Yes,No,Credit card (automatic)
7996-BPXHY,No,0,13,25.0,Two year,No,No internet service,No internet service,Bank transfer (automatic)
3227-WLKLI,No,0,65,91.55,Two year,DSL,Yes,Yes,Bank transfer (automatic)
0407-BDJKB,Yes,1,60,95.75,Month-to-month,Fiber optic,No,No,Electronic check
2266-FUBDZ,No,0,15,19.35,Two year,No,No internet service,No internet service,Mailed check
8237-ULIXL,No,0,72,24.85,Two year,No,No internet service,No internet service,Credit card (automatic)
9600-UDOPK,Yes,1,30,94.05,Month-to-month,Fiber optic,No,No,Credit card (automatic)
8216-AZUUZ,No,0,42,100.4,Two year,Fiber optic,Yes,No,Electronic check
9153-BTBVV,No,0,71,25.0,Two year,No,No internet service,No internet service,Bank transfer (automatic)
4074-SJFFA,Yes,1,1,54.75,Month-to-month,DSL,No,No,Mailed check
3269-ATYWD,Yes,1,39,95.65,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
5186-PEIZU,No,0,35,19.25,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
1074-AMIOH,No,0,53,108.25,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
4910-GMJOT,Yes,1,1,94.6,Month-to-month,Fiber optic,No,No,Electronic check
0354-WYROK,Yes,1,31,98.9,Month-to-month,Fiber optic,Yes,No,Electronic check
4361-FEBGN,No,0,48,20.15,Two year,No,No internet service,No internet service,Credit card (automatic)
7748-UMTRK,No,0,30,101.3,Month-to-month,Fiber optic,Yes,No,Electronic check
0380-ZCSBI,No,0,10,20.0,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
7145-FEJWU,No,0,12,105.3,Month-to-month,Fiber optic,No,No,Electronic check
6463-MVYRY,No,0,57,69.85,Two year,DSL,Yes,Yes,Bank transfer (automatic)
3969-JQABI,No,0,58,65.25,Month-to-month,DSL,No,Yes,Credit card (automatic)
9624-EGDEQ,No,0,37,19.8,Two year,No,No internet service,No internet service,Mailed check
1051-EQPZR,No,0,44,19.6,Month-to-month,No,No internet service,No internet service,Mailed check
5849-ASHZJ,No,0,27,20.05,One year,No,No internet service,No internet service,Credit card (automatic)
5780-INQIK,No,0,8,49.4,Month-to-month,DSL,Yes,No,Electronic check
7576-OYWBN,Yes,1,3,76.05,Month-to-month,Fiber optic,No,No,Electronic check
4526-ZJJTM,No,0,25,88.4,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
8384-FZBJK,No,0,57,100.6,Month-to-month,Fiber optic,No,No,Electronic check
3750-RNQKR,No,0,12,19.45,Month-to-month,No,No internet service,No internet service,Mailed check
0962-CQPWQ,No,0,62,20.3,Two year,No,No internet service,No internet service,Bank transfer (automatic)
3096-YXENJ,No,0,65,107.65,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
1265-BCFEO,No,0,71,80.45,Two year,DSL,Yes,No,Bank transfer (automatic)
5837-LXSDN,No,0,21,58.85,One year,DSL,No,No,Credit card (automatic)
5945-AZYHT,No,0,71,109.6,One year,Fiber optic,No,Yes,Electronic check
8325-QRPZR,No,0,7,75.15,Month-to-month,Fiber optic,No,No,Electronic check
6384-VMJHP,No,0,72,73.0,Two year,DSL,Yes,Yes,Credit card (automatic)
2262-SLNVK,No,0,1,70.1,Month-to-month,Fiber optic,No,No,Electronic check
7730-CLDSV,No,0,72,98.65,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
1135-HIORI,No,0,64,111.45,One year,Fiber optic,Yes,No,Electronic check
0164-APGRB,No,0,72,114.9,Two year,Fiber optic,Yes,Yes,Electronic check
6481-ESCNL,No,0,29,100.55,Month-to-month,Fiber optic,No,No,Bank transfer (automatic)
1790-NESIO,No,0,13,20.4,Two year,No,No internet service,No internet service,Mailed check
1550-EENBN,No,0,31,104.35,Month-to-month,Fiber optic,No,Yes,Electronic check
5539-TMZLF,Yes,1,1,69.75,Month-to-month,Fiber optic,No,No,Electronic check
4323-SADQS,Yes,1,7,34.5,Month-to-month,DSL,Yes,Yes,Electronic check
4446-BZKHU,Yes,1,61,105.55,Month-to-month,Fiber optic,No,No,Electronic check
5202-IVJNU,Yes,1,39,30.1,Month-to-month,DSL,No,No,Credit card (automatic)
5976-JCJRH,Yes,1,10,70.3,Month-to-month,Fiber optic,No,No,Electronic check
8198-RKSZG,No,0,14,80.45,Month-to-month,DSL,Yes,No,Credit card (automatic)
0137-OCGAB,Yes,1,1,80.2,Month-to-month,Fiber optic,No,No,Mailed check
3351-NQLDI,Yes,1,67,94.35,One year,Fiber optic,Yes,Yes,Credit card (automatic)
9297-EONCV,No,0,72,91.35,Two year,DSL,Yes,Yes,Bank transfer (automatic)
7593-JNWRU,Yes,1,6,44.6,Month-to-month,DSL,No,No,Bank transfer (automatic)
4588-YBNIB,Yes,1,1,19.6,Month-to-month,No,No internet service,No internet service,Mailed check
1069-QJOEE,No,0,25,19.9,One year,No,No internet service,No internet service,Electronic check
3336-JORSO,Yes,1,33,110.45,Month-to-month,Fiber optic,Yes,No,Electronic check
7799-DSEWS,No,0,18,68.35,Month-to-month,DSL,Yes,Yes,Electronic check
8766-PAFNE,No,0,71,79.1,Two year,DSL,Yes,No,Credit card (automatic)
5315-CKEQK,No,0,28,51.0,One year,DSL,No,No,Electronic check
3130-ICDUP,No,0,2,80.55,Month-to-month,Fiber optic,No,Yes,Credit card (automatic)
0820-FNRNX,No,0,17,66.7,Month-to-month,DSL,Yes,No,Mailed check
0880-FVFWF,No,0,56,86.4,Month-to-month,Fiber optic,No,Yes,Electronic check
4611-ANLQC,No,0,60,50.05,One year,DSL,No,Yes,Electronic check
4213-HKBJO,No,0,33,25.7,Two year,No,No internet service,No internet service,Credit card (automatic)
2792-LSHWX,No,0,1,83.4,Month-to-month,Fiber optic,Yes,Yes,Mailed check
5028-GZLDO,Yes,1,2,70.7,Month-to-month,Fiber optic,No,No,Credit card (automatic)
0014-BMAQU,No,0,63,84.65,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
6861-XWTWQ,Yes,1,7,99.25,Month-to-month,Fiber optic,No,No,Electronic check
9018-PCIOK,No,0,55,64.75,Two year,DSL,No,No,Mailed check
4837-QUSFT,No,0,65,100.15,One year,Fiber optic,Yes,Yes,Bank transfer (automatic)
6877-TJMBR,Yes,1,1,84.8,Month-to-month,Fiber optic,Yes,No,Electronic check
9953-ZMKSM,No,0,63,25.25,Two year,No,No internet service,No internet service,Mailed check
0907-HQNTS,No,0,70,113.0,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
7665-NKLAV,No,0,36,40.65,Two year,DSL,Yes,Yes,Credit card (automatic)
6769-DCQLI,Yes,1,52,105.0,One year,Fiber optic,Yes,No,Bank transfer (automatic)
2433-KMEAS,Yes,1,22,54.45,Month-to-month,DSL,No,Yes,Electronic check
4391-LNRXK,No,0,22,94.95,Month-to-month,Fiber optic,Yes,No,Bank transfer (automatic)
8250-ZNGGW,No,0,5,59.9,Month-to-month,DSL,Yes,Yes,Credit card (automatic)
2195-ZRVAX,Yes,1,47,85.3,Month-to-month,Fiber optic,No,No,Electronic check
3550-SAHFP,Yes,1,33,83.35,Month-to-month,Fiber optic,No,No,Electronic check
2011-TRQYE,Yes,1,18,33.5,Month-to-month,DSL,No,No,Credit card (automatic)
8562-GHPPI,No,0,1,19.8,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
5893-PYOLZ,No,0,56,81.8,Two year,DSL,Yes,No,Credit card (automatic)
4986-MXSFP,No,0,2,20.0,Month-to-month,No,No internet service,No internet service,Mailed check
6131-FOYAS,No,0,35,59.6,Month-to-month,DSL,No,Yes,Electronic check
3027-YNWZU,No,0,64,25.0,Two year,No,No internet service,No internet service,Credit card (automatic)
5609-IMCGG,No,0,15,84.35,Month-to-month,Fiber optic,No,Yes,Credit card (automatic)
4873-ILOLJ,Yes,1,24,90.35,Month-to-month,Fiber optic,No,No,Electronic check
4727-MCYZG,No,0,1,55.55,Month-to-month,DSL,No,No,Mailed check
9481-WHGWY,No,0,70,75.35,Two year,DSL,Yes,Yes,Credit card (automatic)
2725-KXXWT,Yes,1,1,90.75,Month-to-month,Fiber optic,No,No,Electronic check
9565-DJPIB,Yes,1,4,89.6,Month-to-month,Fiber optic,No,No,Mailed check
4328-VUFWD,No,0,39,59.3,One year,DSL,Yes,No,Electronic check
3301-LSLWQ,No,0,29,66.1,Month-to-month,DSL,No,Yes,Electronic check
7473-ZBDSN,No,0,14,18.8,Two year,No,No internet service,No internet service,Mailed check
3166-PNEOF,No,0,61,86.45,Two year,DSL,Yes,Yes,Credit card (automatic)
5639-NTUPK,No,0,13,52.1,Month-to-month,DSL,No,Yes,Credit card (automatic)
8780-YRMTT,No,0,66,47.4,Two year,DSL,Yes,Yes,Mailed check
8348-HFYIV,Yes,1,2,49.25,Month-to-month,DSL,No,No,Electronic check
5140-FOMCQ,No,0,59,109.15,One year,Fiber optic,No,Yes,Credit card (automatic)
6242-SGYTS,No,0,62,94.95,One year,Fiber optic,No,Yes,Credit card (automatic)
8166-ORCHU,No,0,33,93.55,One year,Fiber optic,Yes,Yes,Electronic check
8414-OOEEL,No,0,66,79.5,Two year,DSL,Yes,No,Credit card (automatic)
8454-AATJP,No,0,72,115.05,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
6849-WLEYG,Yes,1,1,19.75,Month-to-month,No,No internet service,No internet service,Mailed check
4659-NZRUF,Yes,1,19,95.15,Month-to-month,Fiber optic,No,Yes,Electronic check
4531-AUZNK,No,0,51,95.15,One year,Fiber optic,Yes,Yes,Mailed check
4191-XOVOM,No,0,63,105.4,Month-to-month,Fiber optic,Yes,No,Electronic check
2150-OEGBV,No,0,27,20.1,One year,No,No internet service,No internet service,Bank transfer (automatic)
8429-XIBUM,Yes,1,22,101.35,Month-to-month,Fiber optic,No,Yes,Bank transfer (automatic)
1855-CFULU,No,0,4,20.05,Month-to-month,No,No internet service,No internet service,Mailed check
4878-BUNFV,No,0,42,20.7,Two year,No,No internet service,No internet service,Mailed check
1872-EBWSC,No,0,29,20.35,One year,No,No internet service,No internet service,Mailed check
2608-BHKFN,Yes,1,4,70.05,Month-to-month,Fiber optic,No,No,Credit card (automatic)
7026-YMSBE,No,0,30,19.7,One year,No,No internet service,No internet service,Mailed check
7341-LXCAF,Yes,1,4,74.65,Month-to-month,Fiber optic,No,No,Electronic check
6997-UVGOX,No,0,71,85.45,Two year,DSL,Yes,Yes,Bank transfer (automatic)
9674-EHPPG,No,0,46,40.4,Two year,DSL,Yes,Yes,Credit card (automatic)
9462-MJUAW,Yes,1,4,50.4,Month-to-month,DSL,No,No,Mailed check
8128-YVJRG,Yes,1,7,79.65,Month-to-month,Fiber optic,No,Yes,Mailed check
5440-VHLUL,No,0,69,105.2,One year,Fiber optic,Yes,No,Bank transfer (automatic)
5781-BKHOP,No,0,72,100.65,Two year,Fiber optic,No,Yes,Bank transfer (automatic)
4283-FUTGF,Yes,1,19,79.85,Month-to-month,Fiber optic,No,No,Electronic check
5213-TWWJU,No,0,28,91.0,Month-to-month,Fiber optic,Yes,No,Electronic check
1569-TTNYJ,Yes,1,5,78.75,Month-to-month,Fiber optic,No,No,Electronic check
8628-MFKAX,No,0,72,116.75,Two year,Fiber optic,Yes,Yes,Credit card (automatic)
2397-BRLOM,Yes,1,8,80.45,Month-to-month,Fiber optic,No,No,Credit card (automatic)
7629-WIXZF,No,0,7,59.1,One year,DSL,No,Yes,Electronic check
5445-GLVOT,No,0,22,49.8,Month-to-month,DSL,No,Yes,Electronic check
3976-HXHCE,No,0,72,19.3,Two year,No,No internet service,No internet service,Bank transfer (automatic)
2466-NEJOJ,No,0,8,19.65,Month-to-month,No,No internet service,No internet service,Credit card (automatic)
0254-KCJGT,No,0,52,81.4,One year,DSL,Yes,Yes,Credit card (automatic)
5472-CVMDX,No,0,68,38.9,Two year,DSL,Yes,Yes,Mailed check
6461-SZMCV,No,0,71,87.95,Two year,DSL,Yes,Yes,Bank transfer (automatic)
8150-QUDFX,No,0,2,19.85,Month-to-month,No,No internet service,No internet service,Mailed check
9508-ILZDG,No,0,34,96.35,Month-to-month,Fiber optic,Yes,No,Electronic check
2346-DJQTB,No,0,35,24.15,Month-to-month,DSL,No,No,Electronic check
1697-LYYYX,No,0,61,19.1,One year,No,No internet service,No internet service,Credit card (automatic)
1942-OQFRW,No,0,1,44.0,Month-to-month,DSL,No,No,Electronic check
4749-VFKVB,Yes,1,1,50.1,Month-to-month,DSL,No,No,Mailed check
9640-ZSLDC,No,0,53,60.6,One year,DSL,No,No,Credit card (automatic)
4231-LZUYM,No,0,72,25.65,Two year,No,No internet service,No internet service,Bank transfer (automatic)
7598-UAASY,Yes,1,2,76.4,Month-to-month,Fiber optic,No,No,Electronic check
7938-OUHIO,Yes,1,3,98.7,Month-to-month,Fiber optic,Yes,No,Electronic check
8510-AWCXC,Yes,1,13,100.8,Month-to-month,Fiber optic,No,Yes,Electronic check
6128-AQBMT,No,0,41,53.95,Month-to-month,DSL,No,No,Electronic check
3594-BDSOA,No,0,24,20.4,One year,No,No internet service,No internet service,Credit card (automatic)
0431-APWVY,Yes,1,28,90.1,One year,Fiber optic,No,No,Bank transfer (automatic)
5133-VRSAB,No,0,8,29.35,Month-to-month,DSL,No,Yes,Mailed check
5996-DAOQL,No,0,1,20.45,Month-to-month,No,No internet service,No internet service,Mailed check
6838-YAUVY,No,0,54,95.1,Two year,Fiber optic,Yes,No,Bank transfer (automatic)
0484-JPBRU,No,0,41,25.25,Month-to-month,No,No internet service,No internet service,Bank transfer (automatic)
